latitude,longitude,business_stars,review_count,restaurantspricerange2,category_count,is_restaurant,is_food,is_nightlife,is_fast_food,is_pizza,is_coffee,wifi_free,has_alcohol,full_bar,attire_casual,attire_formal,noiselevel_num,hours_open_per_week,days_open,avg_hours_per_day,open_late,open_early,weekend_hours,availability_ratio,nearest_dist_km,num_neighbors_1km,avg_neighbor_rating,competition_density,rating_vs_area,reviews_vs_area,price_vs_area,target
32.2209176,-110.9587434,3.0,42,1.0,3,1,0,0,1,0,0,0,1,0,0,0,,120.0,7.0,17.142857142857142,1.0,1.0,34.0,0.7142857142857143,0.1157499429071238,61,3.918032786885246,19.41685765215177,-0.7378832838773492,-296.6290801186944,0.0,1
39.9495566,-75.1617091,4.0,406,1.0,5,1,0,1,0,0,0,0,1,0,0,0,,50.0,6.0,8.333333333333334,1.0,1.0,17.0,0.2976190476190476,0.0,1090,3.8591743119266053,346.9569646040234,0.1987004103967167,-220.90013679890558,0.0,1
40.0733004,-75.4339771,3.0,34,1.0,5,1,0,0,0,0,0,0,1,0,0,0,,73.0,7.0,10.428571428571429,0.0,0.0,18.0,0.43452380952380953,0.2785487177473177,10,3.15,3.183091418385536,-0.6842105263157894,-160.26315789473685,0.0,1
39.82522,-86.078957,4.5,16,1.0,5,1,0,0,0,0,0,0,0,0,0,0,,31.0,5.0,6.2,1.0,0.0,13.0,0.18452380952380953,0.5843153162559442,1,3.5,0.31830914183855363,0.6359044995408634,-320.4297520661157,0.0,1
27.9658634077,-82.5206211822,4.0,613,1.0,3,1,0,0,0,0,0,0,1,0,0,0,,69.0,6.0,11.5,1.0,1.0,24.0,0.4107142857142857,0.0,59,3.8135593220338984,18.780239368474664,0.09737248840803714,146.3091190108192,0.0,1
39.9309749,-75.2887695,4.0,49,1.0,5,1,0,1,0,0,0,0,1,0,0,0,,72.0,6.0,12.0,1.0,0.0,23.0,0.42857142857142855,0.023782729259153992,4,4.375,1.2732365673542145,0.08333333333333348,-39.83333333333333,0.0,1
38.602279,-90.433397,3.5,214,1.0,6,1,0,1,0,0,0,0,1,0,0,0,,72.0,7.0,10.285714285714286,1.0,0.0,21.0,0.42857142857142855,0.3532739026386614,11,3.8181818181818183,3.5014005602240896,-0.31786703601108046,-228.26038781163436,0.0,1
38.6091831,-90.2068303,3.5,55,1.0,8,1,0,1,0,0,0,0,1,0,0,0,,72.0,6.0,12.0,1.0,0.0,25.0,0.42857142857142855,0.11900229636088139,39,4.064102564102564,12.41405653170359,-0.4106145251396649,-241.35195530726259,0.0,1
28.0346736903,-82.3929340392,3.5,33,1.0,2,1,0,0,0,0,0,0,1,0,0,0,,78.0,7.0,11.142857142857142,1.0,0.0,22.0,0.4642857142857143,0.011539770767556096,3,3.6666666666666665,0.9549274255156608,-0.38888888888888884,-83.11111111111111,0.0,1
39.9561337635,-86.0228771344,4.0,196,1.0,7,1,0,1,0,0,0,0,1,0,0,0,,75.0,7.0,10.714285714285714,1.0,0.0,20.0,0.44642857142857145,0.0,17,3.676470588235294,5.411255411255412,0.30246913580246915,12.851851851851848,0.0,0
39.8674080649,-75.3082371545,2.5,129,1.0,2,1,0,0,0,0,0,0,1,0,0,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33180899555313603,4,3.75,1.2732365673542145,-0.875,43.0,0.0,1
36.032812,-86.786863,4.0,48,1.0,3,1,0,0,0,0,0,0,0,0,0,0,,69.0,7.0,9.857142857142858,0.0,0.0,18.5,0.4107142857142857,0.07519297868422796,34,3.7205882352941178,10.822510822510823,0.3660714285714284,-130.39285714285714,0.0,1
39.5190569636,-119.8103358221,4.5,1227,1.0,8,1,1,0,0,0,0,0,1,0,0,0,,62.5,6.0,10.416666666666666,1.0,1.0,19.0,0.37202380952380953,0.0,217,3.8986175115207375,69.07308377896614,0.7463442069741282,784.6692913385828,0.0,1
34.422294,-119.702545,3.0,345,1.0,3,1,0,0,0,1,0,0,1,0,0,0,,80.5,7.0,11.5,1.0,0.0,23.0,0.4791666666666667,0.0,300,3.955,95.49274255156608,-0.9635958395245172,-392.4665676077266,0.0,0
28.1918648,-82.3939292164,3.5,285,1.0,4,1,0,0,0,0,0,0,1,0,0,0,,66.0,6.0,11.0,1.0,1.0,23.0,0.39285714285714285,0.06676116991120949,14,3.5714285714285716,4.45632798573975,-0.16666666666666652,143.60416666666666,0.0,1
40.029494,-75.2059714,4.0,2686,1.0,4,1,0,0,0,0,0,0,1,0,0,0,,78.0,7.0,11.142857142857142,1.0,0.0,22.0,0.4642857142857143,0.0,22,3.8181818181818183,7.002801120448179,0.1987004103967167,2059.099863201094,0.0,1
39.7665262,-75.0874764,3.0,19,1.0,5,1,0,0,0,1,0,0,1,0,0,0,,31.5,6.0,5.25,0.0,0.0,11.0,0.1875,0.20353260740750417,1,4.0,0.31830914183855363,-0.5555555555555554,-63.5,0.0,0
39.9561088,-86.1267723,4.0,90,1.0,2,1,0,0,0,0,0,0,1,0,0,0,,60.0,6.0,10.0,0.0,0.0,20.0,0.35714285714285715,0.0,16,3.53125,5.092946269416858,0.1568627450980391,-99.23529411764707,0.0,0
27.7560836,-82.7372803,4.5,5,1.0,3,1,0,0,0,0,0,0,0,0,0,0,,75.5,7.0,10.785714285714286,1.0,0.0,18.0,0.4494047619047619,0.181019270648853,7,3.857142857142857,2.228163992869875,0.5876623376623376,-336.83116883116884,0.0,0
39.894593,-75.317566,4.5,19,1.0,3,1,0,0,0,0,0,0,0,0,0,0,,58.0,6.0,9.666666666666666,1.0,0.0,17.0,0.34523809523809523,0.2706127550107247,8,3.5625,2.546473134708429,0.8214285714285716,-127.64285714285714,0.0,1
34.4210753,-119.7019558,4.0,251,1.0,2,1,0,0,0,0,0,0,1,0,0,0,,35.0,7.0,5.0,1.0,0.0,10.0,0.20833333333333334,0.08849293193910537,312,3.948717948717949,99.31245225362872,0.03640416047548278,-486.4665676077266,0.0,1
38.6445355688,-90.2613642742,4.0,287,1.0,3,1,0,0,0,0,0,0,1,0,0,0,,80.0,6.0,13.333333333333334,1.0,1.0,24.0,0.47619047619047616,0.0,70,3.8857142857142857,22.281639928698752,0.0893854748603351,-9.351955307262585,0.0,1
39.7630411,-86.3522804,3.5,31,1.0,2,1,0,0,0,0,0,0,1,0,0,0,,70.0,7.0,10.0,0.0,0.0,20.0,0.4166666666666667,0.10832731888186964,15,3.2666666666666666,4.774637127578304,0.07142857142857162,-42.71428571428571,0.0,0
34.4013485,-119.7230803,4.5,1796,1.0,12,1,1,0,0,0,0,0,1,0,0,0,,60.0,6.0,10.0,0.0,0.0,20.0,0.35714285714285715,0.0,25,4.06,7.95772854596384,0.5364041604754828,1058.5334323922734,0.0,1
27.9372314124,-82.4833845069,3.0,87,1.0,8,1,1,0,0,0,0,0,1,0,0,0,,106.5,7.0,15.214285714285714,0.0,1.0,29.0,0.6339285714285714,0.10042353233559499,132,4.075757575757576,42.016806722689076,-0.9026275115919629,-379.6908809891808,0.0,1
39.9983826,-74.9889068,3.5,55,1.0,3,1,0,0,0,0,0,0,1,0,0,0,,121.0,7.0,17.285714285714285,1.0,1.0,35.0,0.7202380952380952,0.2728550888386876,3,3.3333333333333335,0.9549274255156608,-0.13636363636363624,-108.81818181818181,0.0,1
30.0058958,-90.1790221,3.5,82,1.0,5,1,0,0,0,0,0,0,1,0,0,0,,76.0,7.0,10.857142857142858,1.0,0.0,21.0,0.4523809523809524,0.0,32,3.859375,10.185892538833716,-0.2707006369426752,-239.75159235668792,0.0,0
32.26079072,-110.9433376226,4.0,539,1.0,5,1,0,0,0,0,0,0,1,0,0,0,,44.0,5.0,8.8,1.0,1.0,14.0,0.2619047619047619,0.0,54,4.037037037037037,17.188693659281896,0.26211671612265075,200.3709198813056,0.0,1
40.1857354,-75.45114,3.0,129,1.0,7,1,0,1,0,0,0,0,1,0,0,0,,81.5,7.0,11.642857142857142,1.0,0.0,23.0,0.4851190476190476,0.052079540027249745,11,3.1818181818181817,3.5014005602240896,-0.3913043478260869,-41.47826086956522,0.0,0
29.9294259,-90.0770687,4.5,2062,1.0,6,1,1,0,0,0,1,0,1,0,0,0,,98.0,7.0,14.0,0.0,1.0,28.0,0.5833333333333334,0.0,133,4.041353383458647,42.33511586452763,0.5816582914572863,693.7809045226131,0.0,1
32.309777,-110.891661,3.5,197,1.0,5,1,0,1,0,0,0,0,1,0,0,0,,72.0,7.0,10.285714285714286,1.0,0.0,21.0,0.42857142857142855,0.0,8,3.4375,2.546473134708429,-0.23788328387734925,-141.6290801186944,0.0,1
36.1655557566,-86.5113582371,4.5,74,1.0,6,1,0,0,0,0,0,0,1,0,0,0,,72.0,7.0,10.285714285714286,1.0,0.0,21.0,0.42857142857142855,0.0,26,3.3653846153846154,8.276037687802393,0.7999999999999998,-20.08,0.0,1
39.8405602,-86.3891625,3.5,96,1.0,4,1,0,0,0,1,0,0,1,0,0,0,,61.0,6.0,10.166666666666666,1.0,0.0,10.0,0.3630952380952381,0.18372599590498964,6,4.0,1.9098548510313216,-0.16666666666666652,13.266666666666666,0.0,1
30.0089537,-90.1622638,4.0,585,1.0,5,1,0,0,0,0,0,0,1,0,0,0,,69.0,6.0,11.5,1.0,1.0,23.0,0.4107142857142857,0.0,38,3.6184210526315788,12.095747389865037,0.2292993630573248,263.2484076433121,0.0,1
40.0098773,-75.5943486706,4.0,26,1.0,2,1,0,0,0,0,0,0,1,0,0,0,,80.0,7.0,11.428571428571429,1.0,0.0,22.0,0.47619047619047616,2.6279120338848485,0,,0.0,0.2562500000000001,-114.73750000000001,0.0,1
39.9499542,-75.1621423,4.0,843,1.0,7,1,0,1,0,1,0,0,1,0,0,0,,83.0,7.0,11.857142857142858,1.0,0.0,23.5,0.49404761904761907,0.0,1106,3.86121157323689,352.0499108734403,0.1987004103967167,216.09986320109442,0.0,0
38.6561019915,-90.3050984713,4.5,1742,1.0,6,1,0,1,0,0,0,0,1,0,0,0,,71.5,7.0,10.214285714285714,1.0,0.0,21.0,0.4255952380952381,0.0,58,3.913793103448276,18.46193022663611,0.6821329639889195,1299.7396121883658,0.0,1
38.5641956014,-90.360560419,4.0,147,1.0,5,1,0,0,0,0,0,0,1,0,0,0,,45.0,6.0,7.5,1.0,1.0,15.0,0.26785714285714285,0.0,6,3.6666666666666665,1.9098548510313216,0.125,12.75,0.0,1
39.9670886,-75.1703389,3.5,222,1.0,4,1,0,0,0,1,0,0,1,0,0,0,,104.0,7.0,14.857142857142858,1.0,1.0,29.0,0.6190476190476191,0.0,110,3.8136363636363635,35.0140056022409,-0.3012995896032833,-404.9001367989056,0.0,1
36.1046562683,-86.670772017,4.0,119,1.0,4,1,0,0,0,0,0,0,1,0,0,0,,61.0,6.0,10.166666666666666,0.0,0.0,10.5,0.3630952380952381,2.110836829667851,0,,0.0,0.11488439306358389,-651.2471098265896,0.0,1
34.413456,-119.691322,4.5,990,1.0,4,1,0,0,0,0,0,0,1,0,0,0,,71.0,6.0,11.833333333333334,1.0,1.0,18.0,0.4226190476190476,0.0,238,3.922268907563025,75.75757575757576,0.5364041604754828,252.53343239227343,0.0,1
27.8921687487,-82.2841651435,4.0,200,1.0,3,1,0,0,0,0,0,0,1,0,0,0,,46.5,7.0,6.642857142857143,0.0,1.0,14.0,0.2767857142857143,0.22059503141550899,4,3.75,1.2732365673542145,0.20454545454545459,-48.80000000000001,0.0,1
39.8080896862,-75.5486672763,3.5,233,1.0,5,1,0,0,0,0,0,0,1,0,0,0,,63.0,7.0,9.0,0.0,1.0,18.0,0.375,0.0,10,3.45,3.183091418385536,-0.1148148148148147,93.31851851851852,0.0,1
39.5265445,-119.8147593,4.0,302,1.0,7,1,1,1,0,0,0,0,1,0,0,0,,44.5,5.0,8.9,1.0,1.0,9.5,0.2648809523809524,0.0,269,3.7063197026022303,85.62515915457092,0.24634420697412818,-140.3307086614173,0.0,1
29.9755799482,-90.1741155556,2.5,43,1.0,7,1,1,0,0,0,1,0,1,0,0,0,,103.0,7.0,14.714285714285714,0.0,1.0,28.0,0.6130952380952381,0.18574202700164624,3,4.0,0.9549274255156608,-1.2707006369426752,-278.7515923566879,0.0,1
27.740503994,-82.7533412719,4.0,482,1.0,4,1,0,1,0,0,0,0,1,0,0,0,,129.0,7.0,18.428571428571427,1.0,1.0,34.0,0.7678571428571429,0.0,45,3.977777777777778,14.323911382734913,0.14583333333333348,-139.90277777777783,0.0,1
34.4186116,-119.7001508,4.0,961,1.0,7,1,0,1,0,0,0,0,1,0,0,0,,86.0,7.0,12.285714285714286,1.0,0.0,25.0,0.5119047619047619,0.0,354,3.9731638418079096,112.68143621084798,0.03640416047548278,223.53343239227343,0.0,1
39.955399,-75.156727,4.0,2672,1.0,5,1,0,0,0,0,0,0,1,0,0,0,,66.0,6.0,11.0,1.0,0.0,22.0,0.39285714285714285,0.0,660,3.8659090909090907,210.08403361344537,0.1987004103967167,2045.0998632010944,0.0,1
27.8170874912,-82.6790224761,2.5,66,1.0,4,1,0,0,0,0,0,0,1,0,0,0,,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.8850488426057785,3,3.3333333333333335,0.9549274255156608,-1.4133333333333336,-344.0711111111111,0.0,1
27.9603395,-82.7698708,4.5,24,1.0,4,1,1,0,0,0,0,0,1,0,0,0,,51.0,6.0,8.5,0.0,0.0,8.5,0.30357142857142855,0.1459164520817419,11,3.6818181818181817,3.5014005602240896,0.6645569620253164,-262.957805907173,0.0,1
38.8019452,-89.9556501,3.5,115,1.0,6,1,1,0,0,0,0,0,1,0,0,0,,62.0,6.0,10.333333333333334,1.0,1.0,21.0,0.36904761904761907,0.0665405811702753,1,4.5,0.31830914183855363,-0.26190476190476186,-57.66666666666666,0.0,1
28.192839724,-82.636564,3.5,158,1.0,6,1,0,1,0,0,0,0,1,0,0,0,,78.0,7.0,11.142857142857142,1.0,0.0,22.0,0.4642857142857143,0.0,13,3.3076923076923075,4.138018843901197,-0.3076923076923075,-135.15384615384613,0.0,1
39.9453393812,-75.1644544588,4.0,954,1.0,4,1,0,0,0,1,0,0,1,0,0,0,,73.0,7.0,10.428571428571429,1.0,0.0,19.5,0.43452380952380953,0.0,916,3.8526200873362444,291.5711739241151,0.1987004103967167,327.0998632010944,0.0,1
32.2505461,-110.9428632,4.0,91,1.0,6,1,0,1,0,0,0,0,1,0,0,0,,48.0,6.0,8.0,1.0,1.0,15.0,0.2857142857142857,0.1081361606117125,49,4.122448979591836,15.597147950089127,0.26211671612265075,-247.6290801186944,0.0,0
29.9603627,-90.0591119,3.5,325,1.0,7,1,0,1,0,0,0,0,1,0,0,0,,86.0,7.0,12.285714285714286,1.0,0.0,25.0,0.5119047619047619,0.015303125485605312,559,3.895348837209302,177.93481028775147,-0.4183417085427137,-1043.2190954773869,0.0,0
28.0551536,-82.4002049,4.5,273,1.0,10,1,1,0,0,0,1,0,1,0,0,0,,71.0,7.0,10.142857142857142,1.0,1.0,18.0,0.4226190476190476,0.0,16,4.09375,5.092946269416858,0.5973724884080371,-193.6908809891808,0.0,1
40.1106186,-75.0239353,4.5,83,1.0,7,1,1,0,0,0,1,0,1,0,0,0,,73.0,7.0,10.428571428571429,0.0,0.0,22.0,0.43452380952380953,0.19782210393976715,5,3.1,1.591545709192768,0.6987004103967167,-543.9001367989056,0.0,1
39.764849,-86.1598,4.0,2035,1.0,6,1,0,1,0,0,0,0,1,0,0,0,,38.0,6.0,6.333333333333333,1.0,1.0,13.0,0.2261904761904762,0.0,209,3.937799043062201,66.5266106442577,0.13590449954086337,1698.5702479338843,0.0,1
40.0352699,-75.0255875,4.0,78,1.0,5,1,1,0,0,0,0,0,1,0,0,0,,78.0,7.0,11.142857142857142,0.0,1.0,18.0,0.4642857142857143,0.7003897670052001,3,4.5,0.9549274255156608,0.1987004103967167,-548.9001367989056,0.0,1
53.5439222,-113.4976511,4.5,75,1.0,4,1,0,1,0,0,0,0,1,0,0,0,,65.5,7.0,9.357142857142858,0.0,0.0,18.0,0.3898809523809524,0.060245553236584495,52,3.730769230769231,16.552075375604787,0.854609929078014,-0.9148936170212778,0.0,1
27.9906356,-82.6909103,3.0,160,1.0,3,1,0,0,0,0,0,0,1,0,0,0,,76.5,7.0,10.928571428571429,1.0,0.0,22.0,0.45535714285714285,0.061999112071669714,19,4.2105263157894735,6.047873694932519,-1.166666666666667,-83.66666666666666,0.0,1
39.5001633,-119.8576794,4.0,92,1.0,11,1,1,0,0,0,1,0,1,0,0,0,,74.0,7.0,10.571428571428571,0.0,1.0,22.0,0.44047619047619047,0.6659617450965059,8,3.875,2.546473134708429,0.24634420697412818,-350.3307086614173,0.0,0
36.1774403,-86.7906645,5.0,112,1.0,4,1,0,0,0,0,0,0,1,0,0,0,,11.0,2.0,5.5,0.0,1.0,5.0,0.06547619047619048,0.0,50,4.15,15.91545709192768,1.114884393063584,-658.2471098265896,0.0,1
29.9212,-90.099559,4.0,72,1.0,3,1,1,0,0,0,0,0,1,0,0,0,,26.0,6.0,4.333333333333333,1.0,0.0,5.0,0.15476190476190477,0.006905204944769094,88,3.9318181818181817,28.011204481792717,0.08165829145728631,-1296.2190954773869,0.0,0
36.1513871523,-86.7966029393,4.5,6093,1.0,7,1,0,0,0,0,0,0,1,0,0,0,,58.0,6.0,9.666666666666666,1.0,1.0,18.0,0.34523809523809523,0.0,125,3.956,39.7886427298192,0.6148843930635839,5322.75289017341,0.0,1
29.9350936488,-90.1043417153,4.0,560,1.0,7,1,0,1,0,0,0,0,1,0,0,0,,36.0,4.0,9.0,1.0,1.0,18.0,0.21428571428571427,0.0,39,3.8076923076923075,12.41405653170359,0.08165829145728631,-808.2190954773869,0.0,1
29.9576357,-90.0747862,4.5,63,1.0,6,1,1,0,0,0,1,0,1,0,0,0,,24.0,4.0,6.0,1.0,1.0,0.0,0.14285714285714285,0.052080613426397575,630,3.9023809523809523,200.53475935828877,0.5816582914572863,-1305.2190954773869,0.0,1
36.1598191068,-86.7746758461,4.0,2295,1.0,10,1,0,1,0,0,0,0,1,0,0,0,,41.5,7.0,5.928571428571429,1.0,1.0,9.0,0.24702380952380953,0.0,296,3.902027027027027,94.21950598421186,0.11488439306358389,1524.7528901734104,0.0,1
39.9467949,-75.1577025,4.0,818,1.0,9,1,0,0,0,0,0,0,1,0,0,0,,30.0,5.0,6.0,1.0,0.0,12.0,0.17857142857142858,0.0,972,3.8683127572016462,309.3964858670741,0.1987004103967167,191.09986320109442,0.0,0
40.2283305,-75.2356,3.5,63,1.0,8,1,1,0,0,0,0,0,0,0,0,0,,73.0,7.0,10.428571428571429,1.0,0.0,22.0,0.43452380952380953,0.6886787898780862,9,3.4444444444444446,2.8647822765469826,0.25,-53.75,0.0,1
38.6164351,-90.2709037,4.5,189,1.0,6,1,0,1,0,0,0,0,1,0,0,0,,12.0,4.0,3.0,0.0,0.0,6.0,0.07142857142857142,0.0,52,4.173076923076923,16.552075375604787,0.6821329639889195,-253.26038781163436,0.0,1
39.9418939,-75.1794584,4.0,680,1.0,9,1,0,1,0,0,0,0,1,0,0,0,,42.0,6.0,7.0,1.0,0.0,14.0,0.25,0.0,101,4.02970297029703,32.14922332569392,0.1987004103967167,53.09986320109442,0.0,1
29.9441947,-90.1341609,4.5,328,1.0,4,1,0,0,0,0,0,0,1,0,0,0,,43.0,7.0,6.142857142857143,0.0,1.0,11.0,0.25595238095238093,0.0,82,4.048780487804878,26.101349630761394,0.5816582914572863,-1040.2190954773869,0.0,0
29.9490569,-90.0670492,3.5,5185,1.0,12,1,1,0,0,0,0,0,1,0,0,0,,85.0,6.0,14.166666666666666,1.0,1.0,30.0,0.5059523809523809,0.0,954,3.8768343815513626,303.66692131398014,-0.4183417085427137,3816.780904522613,0.0,1
36.1365574158,-86.8027609214,4.5,320,1.0,7,1,1,0,0,0,0,0,1,0,0,0,,77.0,7.0,11.0,1.0,0.0,22.0,0.4583333333333333,0.0,60,3.775,19.098548510313215,0.6148843930635839,-450.2471098265896,0.0,1
34.398436,-119.5187939,4.5,97,1.0,6,1,1,0,0,0,0,0,0,0,0,0,,57.0,6.0,9.5,0.0,1.0,9.5,0.3392857142857143,0.0,35,3.7714285714285714,11.140819964349376,0.63953488372093,-304.8837209302326,0.0,1
40.1475107706,-75.3962711301,4.0,81,1.0,3,1,0,0,0,1,0,0,1,0,0,0,,77.0,7.0,11.0,1.0,0.0,21.0,0.4583333333333333,0.0,3,3.5,0.9549274255156608,0.3148148148148149,-41.14814814814815,0.0,1
38.6483655,-90.2782962,4.0,36,1.0,14,1,1,1,0,0,1,0,1,0,0,0,,45.0,6.0,7.5,1.0,0.0,13.5,0.26785714285714285,0.7483635972386264,1,4.0,0.31830914183855363,0.18213296398891954,-406.26038781163436,0.0,0
39.9551232973,-75.1681293836,4.0,272,1.0,7,1,1,0,0,0,0,0,1,0,0,0,,35.0,4.0,8.75,1.0,1.0,0.0,0.20833333333333334,0.0,943,3.8287380699893956,300.165520753756,0.1987004103967167,-354.9001367989056,0.0,1
39.9453393812,-75.1644544588,4.0,954,1.0,4,1,0,0,0,1,0,0,1,0,0,0,,73.0,7.0,10.428571428571429,1.0,0.0,19.5,0.43452380952380953,0.0,916,3.8526200873362444,291.5711739241151,0.1987004103967167,327.0998632010944,0.0,1
40.1248371,-75.117823,2.5,377,1.0,6,1,0,0,0,0,0,0,1,0,0,0,,113.0,7.0,16.142857142857142,1.0,1.0,34.0,0.6726190476190477,0.0,8,3.0,2.546473134708429,-1.0277777777777777,194.61111111111111,0.0,0
39.8952645328,-74.9301140528,3.5,144,1.0,4,1,0,0,1,0,0,0,1,0,0,0,,61.0,6.0,10.166666666666666,1.0,1.0,21.0,0.3630952380952381,0.22318373079309023,25,3.54,7.95772854596384,-0.02272727272727293,-56.70454545454547,0.0,1
40.179951,-74.868325,4.5,37,1.0,5,1,1,0,0,0,1,0,1,0,0,0,,65.0,7.0,9.285714285714286,1.0,0.0,19.0,0.3869047619047619,0.04562732502808262,8,3.125,2.546473134708429,0.7000000000000002,-99.80000000000001,0.0,0
39.8672931,-75.1366149,3.5,71,1.0,5,1,0,0,0,0,0,0,1,0,0,0,,112.0,7.0,16.0,1.0,1.0,32.0,0.6666666666666666,0.5476601741204855,2,4.25,0.6366182836771073,-0.3999999999999999,-0.20000000000000284,0.0,1
39.9463322,-75.1579478,4.5,579,1.0,5,1,1,0,0,0,0,0,1,0,0,0,,31.5,6.0,5.25,1.0,0.0,9.5,0.1875,0.0018620525166638932,925,3.869189189189189,294.4359562006621,0.6987004103967167,-47.90013679890558,0.0,0
39.9503152253,-75.1624865435,3.5,526,1.0,9,1,1,1,0,0,0,0,1,0,0,0,,93.0,7.0,13.285714285714286,1.0,0.0,18.0,0.5535714285714286,0.0,1137,3.8632365875109937,361.91749427043544,-0.3012995896032833,-100.90013679890558,0.0,1
53.5652622667,-113.5055746,3.5,12,1.0,2,1,0,0,0,0,0,0,0,0,0,0,,65.0,7.0,9.285714285714286,0.0,0.0,15.0,0.3869047619047619,0.6757156838003929,2,3.5,0.6366182836771073,-0.14539007092198597,-63.91489361702128,0.0,0
27.969764,-82.829336,4.0,599,1.0,7,1,0,1,0,0,0,0,1,0,0,0,,87.0,6.0,14.5,1.0,1.0,32.0,0.5178571428571429,0.0,48,3.75,15.278838808250573,0.1904761904761907,-183.93650793650795,0.0,1
39.9453341,-75.1414441,2.5,51,1.0,3,1,0,0,0,0,0,0,1,0,0,0,,112.0,7.0,16.0,1.0,1.0,32.0,0.6666666666666666,0.2577859236484782,294,3.824829931972789,93.58288770053476,-1.3012995896032833,-575.9001367989056,0.0,0
